역명,승차총승객수,하차총승객수
올림픽공원(한국체대),4184,3523
방이,6630,6929
오금,3671,3732
개롱,6011,6354
거여,9767,9242
마천,6938,6668
강일,3926,3699
미사,14899,15015
하남풍산,4119,4109
하남시청(덕풍·신장),6515,6421
하남검단산,5341,5161
응암,16597,16368
역촌,3497,4188
불광,3910,3976
독바위,2631,2688
구산,7321,5420
새절(신사),12086,11350
증산(명지대앞),9561,9633
디지털미디어시티,12835,14142
월드컵경기장(성산),4333,4484
마포구청,13288,12040
망원,12650,13360
합정,11858,11596
상수,7909,8766
광흥창(서강),8458,8167
대흥(서강대앞),7947,8280
공덕,17110,16421
효창공원앞,6885,6492
삼각지,5985,5235
녹사평(용산구청),4315,4240
이태원,8520,8695
한강진,6619,7575
버티고개,2002,1961
약수,3352,3377
청구,3456,3832
신당,7519,8033
동묘앞,7286,7378
창신,3495,2956
보문,6982,6417
안암(고대병원앞),13509,13627
고려대(종암),8263,8210
월곡(동덕여대),12049,11766
상월곡(한국과학기술연구원),6096,5697
돌곶이,8872,8214
석계,11813,12514
태릉입구,5195,5787
화랑대(서울여대입구),11729,9238
봉화산(서울의료원),8293,7917
장암,2135,818
도봉산,9169,10574
수락산,11765,11602
노원,17884,18759
중계,14085,12909
하계,16870,15843
공릉(서울과학기술대),12309,12012
태릉입구,8270,7911
먹골,9478,9341
중화,10316,10171
상봉(시외버스터미널),15683,14658
면목,15429,15138
사가정,15283,15352
용마산(용마폭포공원),5718,5575
중곡,10519,9848
군자(능동),14093,11372
어린이대공원(세종대),13817,14204
건대입구,11800,12270
뚝섬유원지,9357,9192
청담,18418,20571
강남구청,15343,16716
학동,22781,24578
논현,19215,20669
반포,5339,5161
고속터미널,12938,11359
내방,13738,14080
이수,14415,14211
남성,10479,9787
숭실대입구(살피재),14011,14377
상도,10682,10433
장승배기,8528,8289
신대방삼거리,16072,15446
보라매,9411,9469
신풍,10923,10444
대림(구로구청),7155,7098
남구로,15066,15774
가산디지털단지,42815,43394
철산,19525,19858
광명사거리,20659,20478
천왕,10897,10390
온수(성공회대입구),9932,9473
신중동,1,0
암사,17779,15825
천호(풍납토성),13659,15451
강동구청,9886,10273
몽촌토성(평화의문),5584,5707
잠실(송파구청),12228,14146
석촌,7290,8252
송파,7148,7117
가락시장,7303,7917
문정,20856,22006
장지,16159,15723
복정,9622,8111
산성,5331,5368
남한산성입구(성남법원.검찰청),15293,14268
단대오거리,11070,10482
신흥,3937,4188
수진,5228,4823
모란,6345,4984
남위례,4481,4634
개화,2332,1730
김포공항,6145,8437
공항시장,2868,3160
신방화,6532,6307
마곡나루(서울식물원),11670,11514
양천향교,9420,9488
가양,19323,18705
증미,6780,6703
등촌,10583,10123
염창,16059,15603
신목동,3845,3394
선유도,8243,7924
당산,17149,16680
국회의사당,13964,14513
여의도,24626,23963
샛강,5311,5606
노량진,23982,23321
노들,4214,3530
흑석(중앙대입구),8613,8780
동작(현충원),1857,1478
구반포,1190,1279
신반포,3155,3055
고속터미널,10420,12562
사평,3231,3109
지평,60,69
사평,3255,3175
신논현,28028,27426
언주,9573,9900
선정릉,9050,9849
삼성중앙,6249,6629
봉은사,14837,15508
종합운동장,3704,3836
삼전,6479,6250
석촌고분,5597,5450
석촌,7736,6787
송파나루,4584,4865
한성백제,2296,2088
올림픽공원(한국체대),5436,5274
둔촌오륜,1182,1141
중앙보훈병원,10183,8971
판교,4345,4354
이매,1006,923
경기광주,7199,6948
초월,2965,2925
곤지암,2083,2030
신둔도예촌,1501,1396
이천,2270,2355
부발,1884,1860
세종대왕릉,267,257
여주,2235,2209
서울역,4533,1517
남영,9110,9645
용산,27400,27725
노량진,7299,7605
대방,12331,12440
영등포,32128,32886
신도림,3831,3776
신길,8579,7378
구로,17074,17930
가산디지털단지,17467,19916
금천구청,11048,11074
석수,9356,8286
관악,6746,6350
안양,24382,24114
명학,10210,10125
금정,25354,25652
군포,7449,7451
의왕,8963,8916
성균관대,14531,14298
화서,7753,7365
수원,31114,33230
독산,17610,18261
세류,2760,2510
병점,14194,14333
세마,2677,2489
오산대,3869,3561
오산,9122,9141
진위,1653,1429
송탄,3960,3923
서정리,6858,6400
평택지제,3168,3034
평택,11216,11240
성환,5147,5061
직산,759,723
두정,6931,7676
천안,6019,5556
당정,6189,5947
서동탄,1303,1138
광명,2940,2524
이촌(국립중앙박물관),3280,2569
서빙고,1727,1558
한남,3760,3632
옥수,44,34
응봉,1942,1797
왕십리(성동구청),13381,14354
청량리(서울시립대입구),12361,12993
외대앞,7806,7876
신이문,7943,7371
석계,7826,8574
광운대,8641,8459
월계,7359,7013
녹천,4394,3734
방학,9050,8955
도봉,5699,5535
도봉산,6750,4398
망월사,8006,8002
회룡,11842,11690
의정부,16667,17185
가능,6518,6382
녹양,4581,4332
양주,7438,6945
덕계,3040,2792
덕정,5890,5703
지행,6072,5965
동두천중앙,2991,2877
보산,1357,1264
동두천,2616,2787
소요산,2124,1823
서울역,3986,4931
신촌,795,1001
효창공원앞,3021,3195
공덕,3152,2779
서강대,1989,1906
홍대입구,1487,1644
가좌,5024,4716
디지털미디어시티,2285,2153
수색,2661,2831
화전,3638,3441
강매,3057,2668
행신,7296,7571
능곡,3648,3422
곡산,566,591
백마,6490,6287
풍산,5104,4705
일산,8800,8790
탄현,7202,6897
야당,6910,6901
운정,6501,6167
금릉,4520,4384
금촌,5735,5739
월롱,2847,2665
파주,1465,1061
문산,4458,4527
임진강,7,2
개봉,19856,19891
오류동,11077,10323
역곡,26973,26426
부천,29766,29912
송내,25309,25338
부평,26122,27554
백운,6509,6453
동암,13441,13687
주안,18346,16632
제물포,10207,9783
동인천,13060,12472
인천,2992,2227
구일,5923,5892
소사,8484,8121
부개,8229,7718
간석,5510,5248
도원,3056,3032
온수(성공회대입구),6545,6378
중동,9003,8563
도화,3980,3738
신내,2045,2004
갈매,2870,2482
별내,2953,2856
퇴계원,3294,3005
사릉,2398,2410
금곡,1410,1400
평내호평,5851,5803
천마산,1581,1479
마석,3654,3517
대성리,378,352
청평,1341,1326
상천,202,199
가평,1260,1276
굴봉산,106,92
백양리,62,79
강촌,358,359
김유정,234,227
남춘천,2159,2066
춘천,1270,1173
서울역,6280,5657
공덕,2119,2670
홍대입구,7829,8003
디지털미디어시티,12967,12028
마곡나루(서울식물원),8219,8032
김포공항,9743,5717
계양,9709,9232
검암,6050,6088
청라국제도시,6230,5927
운서,6147,6179
공항화물청사,2280,2461
인천공항1터미널,3745,3705
인천공항2터미널,2139,2033
영종,2759,2806
선바위,7500,6787
경마공원,1436,1444
대공원,1952,2025
과천,5802,5564
정부과천청사,9803,9723
인덕원,22672,23536
평촌,16869,16666
범계,23988,23960
선릉,12322,18633
한티,13087,14100
도곡,6404,6415
구룡,2220,2212
개포동,3836,3910
대모산입구,4273,3977
수서,12010,12180
수원,7362,6078
서울숲,9563,9845
압구정로데오,16792,18403
강남구청,9262,10704
선정릉,7476,8044
가천대,9348,10297
태평,12318,11945
모란,18697,18787
야탑,24023,25049
서현,21680,21910
수내,12278,12281
정자,15747,16626
미금,14235,15282
오리,10994,9068
이매,5336,4995
보정,2439,2137
죽전,13135,14450
구성,4592,4776
신갈,4124,4142
기흥,9293,8763
상갈,4976,4798
청명,3916,3943
영통,7652,7795
망포,13353,12661
매탄권선,4766,4622
수원시청,11773,12370
매교,3014,3003
고색,4918,4707
오목천,3275,3031
어천,625,617
야목,402,294
사리,4663,4143
달월,112,67
월곶,2836,2532
소래포구,4695,4354
인천논현,5234,5663
호구포,3887,4129
남동인더스파크,2196,2483
원인재,4160,4355
연수,4357,4387
송도,2368,2261
인하대,6929,6624
숭의,3818,3536
신포,1730,1677
인천,864,1453
산본,14884,16020
대야미,4810,4362
반월,4117,3999
상록수,15574,15888
한대앞,9694,9792
중앙,16728,17421
고잔,8505,8098
초지,4968,5435
안산,10747,9610
신길온천,1566,1484
정왕,9671,9920
오이도,7615,7517
수리산,4109,3375
북한산우이,2394,2183
솔밭공원,2317,2245
4.19민주묘지,3505,3378
가오리,3858,3836
화계,3169,2978
삼양,1855,2003
삼양사거리,2240,2231
솔샘,5416,5250
북한산보국문,5595,5446
정릉,4375,4005
성신여대입구(돈암),3156,3361
보문,1444,1437
신설동,2090,2015
원흥,9905,9352
삼송,18346,17775
원당,10463,9932
화정,15356,15903
대곡,1964,1591
백석,8821,8800
마두,6827,7016
정발산,6160,6231
주엽,8110,8169
대화,11536,9351
봉명,1232,1204
쌍용(나사렛대),2719,2494
아산,3379,2889
탕정,732,634
배방,1053,1039
온양온천,3116,3235
신창(순천향대),2760,2623
회기,23214,22633
중랑,5210,4984
상봉(시외버스터미널),5284,5297
망우,7034,7083
양원,2729,2640
구리,12462,12749
도농,9778,9035
양정,731,601
덕소,5027,5239
도심,2345,1892
팔당,775,807
운길산,633,608
양수,1585,1613
신원,200,186
국수,650,625
아신,457,459
오빈,291,260
양평,2395,2464
원덕,382,382
용문,2700,2654
고속터미널,10200,12493
서울역,36714,35489
삼동,2228,2078
시청,20409,20659
종각,30848,29966
종로3가,21661,19682
종로5가,20613,20180
동대문,9694,9044
신설동,12956,12775
제기동,15198,15640
청량리(서울시립대입구),17755,17474
동묘앞,6487,6837
시청,21175,20495
을지로입구,34682,35972
을지로3가,20349,20483
을지로4가,11886,11911
동대문역사문화공원(DDP),11109,12435
신당,12737,13293
상왕십리,13258,12953
왕십리(성동구청),16183,12663
한양대,14300,15998
뚝섬,19969,21603
성수,34689,37374
건대입구,31508,33472
구의(광진구청),21964,21742
강변(동서울터미널),25816,23958
잠실나루,13331,12993
잠실(송파구청),57338,56733
잠실새내,18828,18713
종합운동장,6367,7091
삼성(무역센터),46580,47490
선릉,51653,46002
역삼,47884,53403
강남,73914,72356
교대(법원.검찰청),31242,35114
서초,20014,19628
방배,18163,18941
사당,32988,36198
낙성대(강감찬),25321,24780
서울대입구(관악구청),44456,43860
봉천,22235,20607
신림,58619,56965
신대방,24232,23790
구로디지털단지,54636,54715
대림(구로구청),21874,22397
신도림,42772,42920
문래,20484,20846
영등포구청,21246,21753
당산,17521,20256
합정,27379,28567
홍대입구,45257,46976
신촌,29532,29738
이대,12928,13698
아현,9927,9412
충정로(경기대입구),9333,9926
용답,3018,3184
신답,1558,1765
신설동,3127,3098
도림천,1380,1450
양천구청,6386,6541
신정네거리,9447,9835
용두(동대문구청),2156,2276
지축,4505,4282
구파발,18806,18272
연신내,33590,31724
불광,14615,15744
녹번,14723,13411
홍제,16415,15632
무악재,3522,3587
독립문,6147,6528
경복궁(정부서울청사),19632,19079
안국,19045,19673
종로3가,9289,10270
을지로3가,9695,9710
충무로,1,0
동대입구,8013,8733
약수,12153,11882
금호,7245,6829
옥수,7989,8322
압구정,27841,29679
신사,26902,27813
잠원,4446,4293
고속터미널,31744,30283
교대(법원.검찰청),13223,8717
남부터미널(예술의전당),25503,26105
양재(서초구청),35371,38374
매봉,11371,10760
도곡,4816,5020
대치,9790,9928
학여울,1569,1653
대청,9653,8740
일원,9559,9151
수서,14964,15367
가락시장,8236,8107
경찰병원,6909,6889
오금,5826,5257
당고개,8454,7645
상계,18217,16893
노원,17132,19221
창동,23400,24861
쌍문,27338,25277
수유(강북구청),31279,31651
미아(서울사이버대학),14207,13891
미아사거리,24972,24398
길음,19849,19672
성신여대입구(돈암),19564,18873
한성대입구(삼선교),13255,13015
혜화,30587,30493
동대문,17759,18354
동대문역사문화공원(DDP),13463,12344
충무로,26920,27291
명동,18044,18221
회현(남대문시장),21678,22814
서울역,9955,13439
숙대입구(갈월),13308,12907
삼각지,4387,4847
신용산,14429,15072
이촌(국립중앙박물관),6370,7164
동작(현충원),1234,1416
총신대입구(이수),17321,18644
사당,22688,18966
남태령,1031,927
방화,6151,5943
개화산,5315,5038
김포공항,5994,5772
송정,5988,5479
마곡,10097,10017
발산,19008,19295
우장산,13602,13478
화곡,26355,24666
까치산,26988,25901
신정(은행정),13098,10743
목동,15408,16800
오목교(목동운동장앞),19476,20884
양평,6998,6955
영등포구청,3731,3869
영등포시장,9141,9388
신길,3745,4115
여의도,26176,27417
여의나루,8307,9209
마포,13307,13747
공덕,12896,13826
애오개,6510,6527
충정로(경기대입구),4587,4637
서대문,18267,18319
광화문(세종문화회관),26552,27622
종로3가,10570,10631
을지로4가,5701,5695
동대문역사문화공원(DDP),2668,3016
청구,3868,3407
신금호,6222,6398
행당,7491,6822
왕십리(성동구청),4273,4807
마장,5335,5095
답십리,14982,13780
장한평,17509,17378
군자(능동),10529,11583
아차산(어린이대공원후문),13838,13452
광나루(장신대),12552,11327
천호(풍납토성),15946,16077
강동,17490,16755
길동,7296,7600
굽은다리(강동구민회관앞),8745,8330
명일,8129,8542
고덕,8846,8805
상일동,13823,13002
둔촌동,7970,7908
올림픽공원(한국체대),3979,3413
방이,6557,6881
오금,3541,3545
개롱,6054,6347
거여,9624,9126
마천,6847,6656
강일,3862,3568
미사,14946,14956
하남풍산,4120,4075
하남시청(덕풍·신장),6182,6188
하남검단산,5078,4850
응암,16240,15981
역촌,3508,4241
불광,3792,3826
독바위,2449,2649
구산,7184,5265
새절(신사),11784,11265
증산(명지대앞),9455,9359
디지털미디어시티,12819,13935
월드컵경기장(성산),3753,3875
마포구청,13130,11960
망원,12219,13068
합정,11606,11495
상수,7952,8704
광흥창(서강),8376,8274
대흥(서강대앞),7857,8134
공덕,16977,16199
효창공원앞,6715,6437
삼각지,5797,5269
녹사평(용산구청),4106,4107
이태원,8601,8697
한강진,6755,7911
버티고개,1932,1968
약수,3437,3311
청구,3408,3810
신당,7553,8078
동묘앞,6959,7166
창신,3401,2939
보문,6893,6394
안암(고대병원앞),13295,13337
고려대(종암),7933,7778
월곡(동덕여대),11957,11701
상월곡(한국과학기술연구원),6074,5707
돌곶이,8876,8326
석계,11763,12330
태릉입구,5124,5663
화랑대(서울여대입구),11517,9122
봉화산(서울의료원),8235,7820
장암,2074,768
도봉산,8835,10156
수락산,11617,11538
마들,12042,11434
노원,17538,18291
중계,14042,12832
하계,17078,16153
공릉(서울과학기술대),12076,11882
태릉입구,8160,7798
먹골,9608,9239
중화,10185,10152
상봉(시외버스터미널),15500,14410
면목,15149,14754
사가정,14963,15052
용마산(용마폭포공원),5673,5495
중곡,10446,9808
군자(능동),13975,11232
어린이대공원(세종대),13606,13899
건대입구,11787,12162
뚝섬유원지,7190,6819
청담,18370,20590
강남구청,15155,16645
학동,23207,24708
논현,18824,20206
반포,5266,5160
고속터미널,13175,11414
내방,13893,14267
이수,14492,14046
남성,10270,9605
숭실대입구(살피재),13853,14190
상도,10733,10797
장승배기,8391,8192
신대방삼거리,15754,15129
보라매,9229,9302
신풍,10973,10483
대림(구로구청),6963,6944
남구로,14775,15683
가산디지털단지,42625,43013
철산,19248,19528
광명사거리,20604,20287
천왕,10704,10271
온수(성공회대입구),10339,9659
암사,17459,15578
천호(풍납토성),13243,15191
강동구청,9818,10120
몽촌토성(평화의문),5470,5525
잠실(송파구청),11837,13947
석촌,6983,8018
송파,7046,7209
가락시장,7151,7906
문정,20979,22001
장지,16121,15537
복정,9319,7916
산성,5076,5089
남한산성입구(성남법원.검찰청),14492,13604
단대오거리,10572,10122
신흥,3833,4164
수진,5051,4645
모란,4102,3118
남위례,4408,4616
개화,2375,1647
김포공항,5907,8570
공항시장,2857,3126
신방화,6612,6449
마곡나루(서울식물원),11436,11087
양천향교,9322,9566
가양,19102,18512
증미,6664,6499
등촌,10379,9942
염창,15857,15532
신목동,3873,3382
선유도,8133,7713
당산,16850,16649
국회의사당,14489,14827
여의도,24861,23996
샛강,5267,5526
노량진,24250,23258
노들,4043,3396
흑석(중앙대입구),8772,8792
동작(현충원),1690,1403
구반포,1155,1235
신반포,3139,2911
망월사,8044,8061
남동인더스파크,2285,2539
호구포,3999,4106
인천논현,5299,5732
소래포구,5283,5027
월곶,2826,2600
달월,108,63
사리,4749,4158
신이문,7969,7395
회룡,11947,11849
샛강,5493,5666
노량진,24337,23331
노들,4247,3478
흑석(중앙대입구),8689,8688
동작(현충원),1867,1551
구반포,1238,1255
신반포,3173,3081
고속터미널,10958,13301
사평,3219,3133
신논현,28552,28122
언주,9681,9822
선정릉,9004,9926
삼성중앙,6404,6706
봉은사,15399,15963
종합운동장,3753,3832
삼전,6421,6166
